Year,Name,team,salary,bloodType,height,weight,UniformNum,position,Games,AtBats,Hit,HR,Win,Lose,Save,Hold
2016年度,伏見　寅威,Orix,1100,AB型,182,86,23,捕手,17,33,8,0,NA,NA,NA,NA
2016年度,青山　大紀,Orix,1000,B型,183,83,27,投手,1,NA,NA,NA,0,1,0,0
2016年度,小島　脩平,Orix,1000,O型,177,77,38,内野手,79,199,49,0,NA,NA,NA,NA
2016年度,齋藤　俊雄,Orix,980,A型,180,85,45,捕手,1,0,0,0,NA,NA,NA,NA
2016年度,髙木　伴,Orix,900,B型,180,80,36,投手,4,NA,NA,NA,0,0,0,0
2016年度,鈴木　昂平,Orix,800,B型,175,77,40,内野手,45,38,7,0,NA,NA,NA,NA
2016年度,赤間　謙,Orix,700,AB型,180,80,60,投手,24,NA,NA,NA,0,1,0,1
2016年度,若月　健矢,Orix,700,O型,179,87,37,捕手,85,229,52,0,NA,NA,NA,NA
2016年度,角屋　龍太,Orix,700,A型,175,73,58,投手,2,NA,NA,NA,0,0,0,0
2016年度,佐藤　峻一,Orix,700,B型,179,80,13,投手,5,NA,NA,NA,0,0,0,0
2016年度,武田　健吾,Orix,650,O型,183,80,56,外野手,10,20,2,0,NA,NA,NA,NA
2016年度,田中　大輔,Orix,650,O型,175,83,97,捕手,1,0,0,0,NA,NA,NA,NA
2016年度,堤　裕貴,Orix,650,B型,173,74,54,内野手,1,0,0,0,NA,NA,NA,NA
2016年度,宗　佑磨,Orix,600,B型,181,78,6,内野手,3,4,0,0,NA,NA,NA,NA
2016年度,杉本　裕太郎,Orix,600,B型,190,92,99,外野手,1,3,0,0,NA,NA,NA,NA
2016年度,山田　修義,Orix,600,B型,184,85,57,投手,12,NA,NA,NA,2,7,0,0
2016年度,大山　暁史,Orix,590,A型,168,74,69,投手,3,NA,NA,NA,0,0,0,0
2016年度,齋藤　綱記,Orix,500,O型,181,83,48,投手,1,NA,NA,NA,0,0,0,0
2016年度,奥浪　鏡,Orix,500,A型,176,100,61,内野手,15,34,9,0,NA,NA,NA,NA
2016年度,鈴木　優,Orix,490,B型,181,79,68,投手,1,NA,NA,NA,0,0,0,0
2016年度,園部　聡,Orix,450,O型,184,94,00,内野手,16,54,11,1,NA,NA,NA,NA
2016年度,大田　阿斗里,Orix,400,A型,190,95,98,投手,1,NA,NA,NA,0,0,0,0
2016年度,中田　翔,Fighters,24500,O型,183,100,6,内野手,141,569,142,25,NA,NA,NA,NA
2016年度,増井　浩俊,Fighters,22000,A型,181,70,19,投手,30,NA,NA,NA,10,3,10,1
2016年度,大谷　翔平,Fighters,20000,B型,193,92,11,投手,104,323,104,22,10,4,0,1
2016年度,メンドーサ,Fighters,20000,不明,191,111,15,投手,23,NA,NA,NA,7,8,0,1
2016年度,宮西　尚生,Fighters,19000,O型,180,75,25,投手,58,NA,NA,NA,3,1,2,39
2016年度,陽　岱鋼,Fighters,16000,A型,183,89,1,外野手,130,495,145,14,NA,NA,NA,NA
2016年度,田中　賢介,Fighters,15000,O型,176,78,3,内野手,143,541,147,2,NA,NA,NA,NA
2016年度,バース,Fighters,10000,不明,188,90,52,投手,37,NA,NA,NA,8,8,0,6
2016年度,レアード,Fighters,10000,不明,185,98,5,内野手,143,547,144,39,NA,NA,NA,NA
2016年度,吉川　光夫,Fighters,9500,O型,178,76,34,投手,27,NA,NA,NA,7,6,3,0
2016年度,マーティン,Fighters,8000,不明,203,98,55,投手,52,NA,NA,NA,2,0,21,19
2016年度,中島　卓也,Fighters,8000,A型,176,73,9,内野手,143,473,115,0,NA,NA,NA,NA
2016年度,谷元　圭介,Fighters,7200,A型,167,72,48,投手,58,NA,NA,NA,3,2,3,28
2016年度,西川　遥輝,Fighters,6200,A型,179,76,7,内野手,138,493,155,5,NA,NA,NA,NA
2016年度,矢野　謙次,Fighters,5000,O型,178,85,37,外野手,34,29,6,1,NA,NA,NA,NA
2016年度,近藤　健介,Fighters,4800,O型,173,83,8,捕手,80,257,68,2,NA,NA,NA,NA
2016年度,大野　奨太,Fighters,4500,O型,177,78,27,捕手,109,282,69,5,NA,NA,NA,NA
2016年度,石井　裕也,Fighters,4500,B型,178,77,13,投手,22,NA,NA,NA,0,0,0,12
2016年度,武田　勝,Fighters,4000,B型,176,73,38,投手,1,NA,NA,NA,0,0,0,0
2016年度,有原　航平,Fighters,3000,AB型,189,100,16,投手,22,NA,NA,NA,11,9,0,0
2016年度,飯山　裕志,Fighters,2450,B型,178,78,4,内野手,36,3,1,0,NA,NA,NA,NA
2016年度,中村　勝,Fighters,2400,A型,184,83,36,投手,2,NA,NA,NA,0,1,0,0
2016年度,杉谷　拳士,Fighters,2400,B型,173,77,2,内野手,62,104,25,0,NA,NA,NA,NA
2016年度,斎藤　佑樹,Fighters,2300,A型,176,76,18,投手,11,NA,NA,NA,0,1,0,0
2016年度,白村　明弘,Fighters,2200,B型,187,84,43,投手,22,NA,NA,NA,3,1,0,1
2016年度,鍵谷　陽平,Fighters,2200,O型,177,83,30,投手,48,NA,NA,NA,5,3,3,3
2016年度,武田　久,Fighters,1800,B型,170,73,21,投手,5,NA,NA,NA,0,0,0,0
2016年度,岡　大海,Fighters,1800,B型,185,83,31,外野手,41,131,49,2,NA,NA,NA,NA
2016年度,市川　友也,Fighters,1700,O型,176,81,56,捕手,71,133,22,1,NA,NA,NA,NA
2016年度,上原　健太,Fighters,1300,A型,190,85,20,投手,1,NA,NA,NA,0,0,0,1
2016年度,加藤　貴之,Fighters,1200,AB型,182,82,14,投手,30,NA,NA,NA,7,3,0,1
2016年度,谷口　雄也,Fighters,1200,B型,182,84,64,外野手,83,193,49,1,NA,NA,NA,NA
2016年度,石川　慎吾,Fighters,1000,O型,178,76,49,外野手,12,27,2,0,NA,NA,NA,NA
2016年度,米野　智人,Fighters,1000,B型,183,83,70,捕手,1,0,0,0,NA,NA,NA,NA
2016年度,淺間　大基,Fighters,900,B型,183,76,26,外野手,52,110,21,1,NA,NA,NA,NA
2016年度,井口　和朋,Fighters,900,O型,175,82,29,投手,37,NA,NA,NA,0,1,0,4
2016年度,新垣　勇人,Fighters,850,A型,183,86,28,投手,4,NA,NA,NA,0,0,0,0
2016年度,瀬川　隼郎,Fighters,840,O型,177,86,46,投手,1,NA,NA,NA,0,0,0,0
2016年度,金平　将至,Fighters,840,O型,180,86,40,投手,1,NA,NA,NA,0,0,0,0
2016年度,田中　豊樹,Fighters,800,AB型,180,90,47,投手,4,NA,NA,NA,0,0,0,1
2016年度,大累　進,Fighters,800,O型,175,73,32,内野手,14,6,0,0,NA,NA,NA,NA
2016年度,榎下　陽大,Fighters,770,O型,178,77,35,投手,16,NA,NA,NA,1,0,0,0
2016年度,高梨　裕稔,Fighters,770,B型,187,85,39,投手,37,NA,NA,NA,10,2,0,1
2016年度,横尾　俊建,Fighters,750,O型,177,90,58,内野手,10,17,2,0,NA,NA,NA,NA
2016年度,渡邉　諒,Fighters,700,B型,178,78,23,内野手,1,3,1,1,NA,NA,NA,NA
2016年度,石川　亮,Fighters,650,O型,180,84,68,捕手,1,0,0,0,NA,NA,NA,NA
2016年度,松本　剛,Fighters,630,AB型,181,78,12,内野手,12,21,5,0,NA,NA,NA,NA
2016年度,清水　優心,Fighters,610,A型,185,88,10,捕手,5,8,2,0,NA,NA,NA,NA
2016年度,石川　直也,Fighters,520,A型,191,82,51,投手,1,NA,NA,NA,0,0,0,1
2016年度,大嶋　匠,Fighters,500,A型,180,97,66,捕手,12,15,3,0,NA,NA,NA,NA
2016年度,岸里　亮佑,Fighters,490,B型,180,71,67,外野手,1,0,0,0,NA,NA,NA,NA
2016年度,デスパイネ,Lotte,25000,不明,175,95,54,外野手,134,496,139,24,NA,NA,NA,NA
2016年度,涌井　秀章,Lotte,22000,A型,185,85,16,投手,26,NA,NA,NA,10,7,0,0
2016年度,井口　資仁,Lotte,18000,O型,178,91,6,内野手,79,152,39,5,NA,NA,NA,NA
2016年度,スタンリッジ,Lotte,14400,不明,191,110,55,投手,27,NA,NA,NA,8,8,0,0
2016年度,ナバーロ,Lotte,14000,不明,183,93,17,内野手,82,286,62,10,NA,NA,NA,NA
2016年度,西野　勇士,Lotte,10000,A型,182,82,29,投手,42,NA,NA,NA,3,6,21,5
2016年度,大谷　智久,Lotte,8000,A型,176,82,14,投手,32,NA,NA,NA,1,3,0,13
2016年度,角中　勝也,Lotte,8000,A型,180,85,61,外野手,143,525,178,8,NA,NA,NA,NA
2016年度,鈴木　大地,Lotte,8000,O型,175,79,7,内野手,143,501,143,6,NA,NA,NA,NA
2016年度,益田　直也,Lotte,8000,B型,177,80,52,投手,61,NA,NA,NA,3,2,14,21
2016年度,石川　歩,Lotte,7500,A型,186,80,12,投手,23,NA,NA,NA,14,5,0,0
2016年度,サブロー,Lotte,6500,B型,181,90,3,外野手,1,4,1,0,NA,NA,NA,NA
2016年度,清田　育宏,Lotte,6000,A型,180,85,1,外野手,106,365,82,6,NA,NA,NA,NA
2016年度,イ・デウン,Lotte,5400,不明,188,86,38,投手,3,NA,NA,NA,0,0,0,1
2016年度,唐川　侑己,Lotte,4800,O型,181,80,19,投手,15,NA,NA,NA,6,6,0,0
2016年度,松永　昂大,Lotte,4700,O型,175,82,28,投手,53,NA,NA,NA,3,0,0,10
2016年度,福浦　和也,Lotte,4500,B型,183,88,9,内野手,36,82,20,0,NA,NA,NA,NA
2016年度,根元　俊一,Lotte,4400,A型,177,77,2,内野手,48,107,23,2,NA,NA,NA,NA
2016年度,藤岡　貴裕,Lotte,3850,AB型,183,85,18,投手,32,NA,NA,NA,1,1,0,6
2016年度,岡田　幸文,Lotte,3800,O型,177,70,66,外野手,121,327,90,0,NA,NA,NA,NA
2016年度,大嶺　祐太,Lotte,3640,A型,184,80,11,投手,14,NA,NA,NA,1,3,0,1
2016年度,荻野　貴司,Lotte,3280,O型,172,75,4,外野手,71,192,48,3,NA,NA,NA,NA
2016年度,古谷　拓哉,Lotte,3100,A型,180,74,27,投手,5,NA,NA,NA,0,4,0,0
2016年度,田村　龍弘,Lotte,2760,A型,174,80,45,捕手,130,371,95,2,NA,NA,NA,NA
2016年度,伊志嶺　翔大,Lotte,2600,A型,179,79,5,外野手,3,2,0,0,NA,NA,NA,NA
2016年度,内　竜也,Lotte,2500,A型,182,87,21,投手,34,NA,NA,NA,3,1,1,19
2016年度,中村　奨吾,Lotte,2500,A型,180,79,23,内野手,108,278,56,6,NA,NA,NA,NA
2016年度,香月　良仁,Lotte,2000,A型,180,82,42,投手,11,NA,NA,NA,0,0,0,1
2016年度,加藤　翔平,Lotte,1785,AB型,183,84,65,外野手,80,216,53,0,NA,NA,NA,NA
2016年度,チェン・グァンユウ,Lotte,1700,不明,179,75,49,投手,7,NA,NA,NA,1,1,0,0
2016年度,吉田　裕太,Lotte,1660,O型,183,94,24,捕手,24,30,0,0,NA,NA,NA,NA
2016年度,関谷　亮太,Lotte,1500,A型,180,84,15,投手,16,NA,NA,NA,5,6,0,0
2016年度,南　昌輝,Lotte,1350,A型,182,88,33,投手,57,NA,NA,NA,5,4,0,16
2016年度,三木　亮,Lotte,1248,A型,175,78,37,内野手,75,54,10,0,NA,NA,NA,NA
2016年度,髙濱　卓也,Lotte,1220,A型,184,84,00,内野手,53,144,31,3,NA,NA,NA,NA
2016年度,東條　大樹,Lotte,1200,O型,177,81,20,投手,11,NA,NA,NA,0,0,0,1
2016年度,平沢　大河,Lotte,1200,A型,176,76,13,内野手,23,47,7,0,NA,NA,NA,NA
2016年度,金澤　岳,Lotte,1180,O型,180,82,25,捕手,17,32,6,0,NA,NA,NA,NA
2016年度,井上　晴哉,Lotte,1100,A型,180,114,44,内野手,35,99,23,2,NA,NA,NA,NA
2016年度,金森　敬之,Lotte,1020,O型,183,87,67,投手,1,NA,NA,NA,0,0,0,0
2016年度,阿部　和成,Lotte,950,A型,183,80,60,投手,13,NA,NA,NA,0,0,0,0
2016年度,江村　直也,Lotte,950,B型,176,83,53,捕手,22,23,3,0,NA,NA,NA,NA
2016年度,細谷　圭,Lotte,930,B型,182,84,59,内野手,116,371,102,3,NA,NA,NA,NA
2016年度,木村　優太,Lotte,930,B型,190,93,34,投手,6,NA,NA,NA,0,1,0,0
2016年度,高野　圭佑,Lotte,800,A型,178,76,58,投手,14,NA,NA,NA,1,0,0,2
2016年度,宮﨑　敦次,Lotte,730,A型,171,72,48,投手,2,NA,NA,NA,0,0,0,0
2016年度,大嶺　翔太,Lotte,700,A型,180,82,50,内野手,38,72,17,0,NA,NA,NA,NA
2016年度,黒沢　翔太,Lotte,600,B型,181,84,43,投手,4,NA,NA,NA,0,0,0,0
2016年度,田中　靖洋,Lotte,550,A型,183,88,47,投手,17,NA,NA,NA,0,1,0,1
2016年度,二木　康太,Lotte,540,O型,187,75,64,投手,22,NA,NA,NA,7,9,0,0
2016年度,香月　一也,Lotte,500,A型,176,83,57,内野手,2,6,1,0,NA,NA,NA,NA
2016年度,肘井　竜蔵,Lotte,450,A型,182,88,69,外野手,8,9,0,0,NA,NA,NA,NA
2017年度,ジョンソン,Carp,31000,不明,193,93,42,投手,13,NA,NA,NA,6,3,0,0
2017年度,菊池　涼介,Carp,14500,A型,171,72,33,内野手,138,565,153,14,NA,NA,NA,NA
2017年度,丸　佳浩,Carp,14000,AB型,177,90,9,外野手,143,556,171,23,NA,NA,NA,NA
2017年度,石原　慶幸,Carp,12000,A型,177,90,31,捕手,77,147,30,1,NA,NA,NA,NA
2017年度,エルドレッド,Carp,11000,不明,196,122,55,内野手,116,344,91,27,NA,NA,NA,NA
2017年度,新井　貴浩,Carp,11000,B型,189,102,25,内野手,100,243,71,9,NA,NA,NA,NA
2017年度,野村　祐輔,Carp,10000,AB型,177,82,19,投手,25,NA,NA,NA,9,5,0,0
2017年度,ジャクソン,Carp,9600,不明,185,88,58,投手,60,NA,NA,NA,2,2,1,30
2017年度,中﨑　翔太,Carp,8500,B型,186,100,21,投手,59,NA,NA,NA,4,1,10,25
2017年度,田中　広輔,Carp,7800,A型,171,85,2,内野手,143,565,164,8,NA,NA,NA,NA
2017年度,ヘーゲンズ,Carp,7700,不明,190,95,66,投手,11,NA,NA,NA,0,0,0,0
2017年度,ペーニャ,Carp,7340,不明,180,91,5,内野手,22,37,8,0,NA,NA,NA,NA
2017年度,今村　猛,Carp,6100,B型,183,98,16,投手,68,NA,NA,NA,3,5,23,17
2017年度,鈴木　誠也,Carp,6000,A型,181,90,51,外野手,115,437,131,26,NA,NA,NA,NA
2017年度,ブレイシア,Carp,5600,不明,183,102,70,投手,26,NA,NA,NA,2,1,1,2
2017年度,大瀬良　大地,Carp,4500,AB型,187,93,14,投手,24,NA,NA,NA,10,2,0,0
2017年度,福井　優也,Carp,4100,A型,178,85,11,投手,5,NA,NA,NA,1,3,0,0
2017年度,松山　竜平,Carp,4000,B型,176,98,44,外野手,120,350,114,14,NA,NA,NA,NA
2017年度,小窪　哲也,Carp,4000,O型,175,83,4,内野手,26,57,10,0,NA,NA,NA,NA
2017年度,會澤　翼,Carp,2800,B型,177,91,27,捕手,106,287,79,6,NA,NA,NA,NA
2017年度,一岡　竜司,Carp,2800,O型,179,82,30,投手,59,NA,NA,NA,6,2,1,19
2017年度,岡田　明丈,Carp,2520,AB型,185,90,17,投手,24,NA,NA,NA,12,5,0,0
2017年度,天谷　宗一郎,Carp,2400,O型,178,87,49,外野手,56,37,7,0,NA,NA,NA,NA
2017年度,戸田　隆矢,Carp,2300,A型,181,76,53,投手,3,NA,NA,NA,0,0,0,1
2017年度,九里　亜蓮,Carp,2200,A型,187,92,12,投手,35,NA,NA,NA,9,5,0,2
2017年度,安部　友裕,Carp,2100,O型,181,81,60,内野手,123,413,128,4,NA,NA,NA,NA
2017年度,中田　廉,Carp,2000,AB型,189,91,26,投手,53,NA,NA,NA,2,4,0,13
2017年度,堂林　翔太,Carp,1650,A型,183,88,7,内野手,44,46,10,1,NA,NA,NA,NA
2017年度,加藤　拓也,Carp,1500,O型,176,88,13,投手,7,NA,NA,NA,1,3,0,0
2017年度,野間　峻祥,Carp,1400,B型,180,83,37,外野手,98,74,14,0,NA,NA,NA,NA
2017年度,薮田　和樹,Carp,1400,B型,188,84,23,投手,38,NA,NA,NA,15,3,0,3
2017年度,岩本　貴裕,Carp,1200,A型,182,96,10,外野手,33,48,18,1,NA,NA,NA,NA
2017年度,下水流　昂,Carp,1200,A型,178,91,35,外野手,9,9,1,0,NA,NA,NA,NA
2017年度,オスカル,Carp,1100,O型,178,78,57,投手,2,NA,NA,NA,0,0,0,0
2017年度,今井　啓介,Carp,1000,B型,183,89,62,投手,4,NA,NA,NA,0,0,0,0
2017年度,飯田　哲矢,Carp,980,A型,182,80,39,投手,8,NA,NA,NA,0,0,0,1
2017年度,西川　龍馬,Carp,930,O型,176,70,63,内野手,95,204,56,5,NA,NA,NA,NA
2017年度,磯村　嘉孝,Carp,770,A型,178,89,40,捕手,21,34,8,2,NA,NA,NA,NA
2017年度,床田　寛樹,Carp,700,A型,181,76,28,投手,3,NA,NA,NA,1,1,0,0
2017年度,白濱　裕太,Carp,700,A型,180,92,32,捕手,3,5,2,0,NA,NA,NA,NA
2017年度,上本　崇司,Carp,700,A型,170,71,0,内野手,37,8,1,0,NA,NA,NA,NA
2017年度,土生　翔平,Carp,600,O型,180,87,43,外野手,5,1,0,0,NA,NA,NA,NA
2017年度,佐藤　祥万,Carp,600,B型,172,78,98,投手,6,NA,NA,NA,0,0,0,0
2017年度,庄司　隼人,Carp,580,A型,175,76,52,内野手,6,3,1,0,NA,NA,NA,NA
2017年度,高橋　樹也,Carp,500,A型,176,75,46,投手,10,NA,NA,NA,0,2,0,0
2017年度,藤井　皓哉,Carp,500,AB型,181,83,41,投手,2,NA,NA,NA,0,0,0,1
2017年度,坂倉　将吾,Carp,500,A型,176,82,61,捕手,3,4,1,0,NA,NA,NA,NA
2017年度,中村　祐太,Carp,450,A型,182,80,67,投手,15,NA,NA,NA,5,4,0,0
2017年度,バティスタ,Carp,240,不明,189,115,95,内野手,61,125,32,11,NA,NA,NA,NA
2017年度,鳥谷　敬,Tigers,40000,B型,180,78,1,内野手,143,488,143,4,NA,NA,NA,NA
2017年度,メッセンジャー,Tigers,35000,不明,198,121,54,投手,22,NA,NA,NA,11,5,0,0
2017年度,糸井　嘉男,Tigers,28000,A型,187,88,7,外野手,114,427,124,17,NA,NA,NA,NA
2017年度,福留　孝介,Tigers,23000,B型,182,93,8,外野手,127,441,116,18,NA,NA,NA,NA
2017年度,藤川　球児,Tigers,20000,A型,185,86,22,投手,52,NA,NA,NA,3,0,0,6
2017年度,メンドーサ,Tigers,19000,不明,191,111,75,投手,4,NA,NA,NA,0,2,0,0
2017年度,藤浪　晋太郎,Tigers,16000,A型,197,89,19,投手,11,NA,NA,NA,3,5,0,0
2017年度,能見　篤史,Tigers,13000,AB型,180,72,14,投手,23,NA,NA,NA,6,6,0,0
2017年度,マテオ,Tigers,11000,不明,188,107,38,投手,63,NA,NA,NA,7,4,0,36
2017年度,西岡　剛,Tigers,9000,A型,182,84,5,内野手,32,92,21,0,NA,NA,NA,NA
2017年度,安藤　優也,Tigers,8800,O型,184,99,16,投手,1,NA,NA,NA,0,0,0,0
2017年度,メンデス,Tigers,7500,不明,191,107,20,投手,8,NA,NA,NA,0,0,0,1
2017年度,キャンベル,Tigers,7000,不明,191,98,29,内野手,21,47,9,1,NA,NA,NA,NA
2017年度,岩田　稔,Tigers,5300,O型,179,94,21,投手,10,NA,NA,NA,3,2,0,0
2017年度,ドリス,Tigers,5000,不明,195,109,98,投手,63,NA,NA,NA,4,4,37,5
2017年度,大和,Tigers,5000,A型,177,69,0,内野手,100,232,65,1,NA,NA,NA,NA
2017年度,髙橋　聡文,Tigers,5000,A型,176,86,41,投手,61,NA,NA,NA,6,0,1,20
2017年度,岩貞　祐太,Tigers,4000,A型,183,84,17,投手,18,NA,NA,NA,5,10,0,0
2017年度,髙山　俊,Tigers,4000,O型,181,86,9,外野手,103,328,82,6,NA,NA,NA,NA
2017年度,上本　博紀,Tigers,3300,O型,173,65,00,内野手,125,409,116,9,NA,NA,NA,NA
2017年度,ロジャース,Tigers,3300,不明,185,117,48,内野手,40,123,31,5,NA,NA,NA,NA
2017年度,榎田　大樹,Tigers,3200,AB型,181,92,13,投手,3,NA,NA,NA,0,0,0,1
2017年度,狩野　恵輔,Tigers,2800,B型,181,86,99,外野手,5,5,0,0,NA,NA,NA,NA
2017年度,岩崎　優,Tigers,2500,B型,185,90,67,投手,66,NA,NA,NA,4,1,0,15
2017年度,俊介,Tigers,2400,A型,178,74,68,外野手,74,191,59,4,NA,NA,NA,NA
2017年度,北條　史也,Tigers,2200,O型,177,75,2,内野手,83,219,46,3,NA,NA,NA,NA
2017年度,原口　文仁,Tigers,2200,AB型,182,88,94,捕手,73,186,42,6,NA,NA,NA,NA
2017年度,新井　良太,Tigers,2100,AB型,188,99,32,内野手,17,16,1,0,NA,NA,NA,NA
2017年度,江越　大賀,Tigers,1700,O型,182,80,25,外野手,28,13,1,0,NA,NA,NA,NA
2017年度,横山　雄哉,Tigers,1570,O型,183,83,15,投手,1,NA,NA,NA,1,0,0,0
2017年度,伊藤　隼太,Tigers,1500,O型,177,82,51,外野手,73,69,18,2,NA,NA,NA,NA
2017年度,大山　悠輔,Tigers,1500,O型,181,85,3,内野手,75,198,47,7,NA,NA,NA,NA
2017年度,松田　遼馬,Tigers,1400,A型,184,92,56,投手,26,NA,NA,NA,1,2,0,1
2017年度,梅野　隆太郎,Tigers,1350,A型,173,76,44,捕手,112,282,58,2,NA,NA,NA,NA
2017年度,岡﨑　太一,Tigers,1300,O型,180,84,57,捕手,34,41,8,2,NA,NA,NA,NA
2017年度,坂本　誠志郎,Tigers,1300,O型,176,79,12,捕手,42,113,28,2,NA,NA,NA,NA
2017年度,石崎　剛,Tigers,1300,O型,183,89,30,投手,26,NA,NA,NA,1,1,0,4
2017年度,小野　泰己,Tigers,1200,A型,184,75,28,投手,15,NA,NA,NA,2,7,0,0
2017年度,青柳　晃洋,Tigers,1200,B型,182,82,50,投手,12,NA,NA,NA,4,4,0,0
2017年度,中谷　将大,Tigers,1200,A型,187,89,60,外野手,133,411,99,20,NA,NA,NA,NA
2017年度,秋山　拓巳,Tigers,1100,A型,188,97,46,投手,25,NA,NA,NA,12,6,0,0
2017年度,柳瀬　明宏,Tigers,1000,O型,176,78,66,投手,2,NA,NA,NA,0,0,0,0
2017年度,荒木　郁也,Tigers,1000,B型,183,69,58,内野手,49,17,2,0,NA,NA,NA,NA
2017年度,山本　翔也,Tigers,900,O型,183,91,47,投手,6,NA,NA,NA,0,0,0,0
2017年度,板山　祐太郎,Tigers,900,B型,180,78,63,外野手,3,3,0,0,NA,NA,NA,NA
2017年度,陽川　尚将,Tigers,900,O型,180,89,55,内野手,12,18,3,1,NA,NA,NA,NA
2017年度,竹安　大知,Tigers,840,O型,183,80,42,投手,1,NA,NA,NA,1,0,0,0
2017年度,桑原　謙太朗,Tigers,800,O型,184,84,64,投手,67,NA,NA,NA,4,2,0,39
2017年度,守屋　功輝,Tigers,800,A型,183,87,43,投手,1,NA,NA,NA,0,0,0,0
2017年度,糸原　健斗,Tigers,800,O型,175,80,33,内野手,66,162,42,1,NA,NA,NA,NA
2017年度,長坂　拳弥,Tigers,720,B型,173,78,39,捕手,1,0,0,0,NA,NA,NA,NA
2017年度,福永　春吾,Tigers,680,O型,185,90,40,投手,1,NA,NA,NA,0,0,0,0
2017年度,森越　祐人,Tigers,650,A型,178,73,37,内野手,29,23,3,0,NA,NA,NA,NA
2017年度,伊藤　和雄,Tigers,600,A型,186,95,92,投手,9,NA,NA,NA,0,0,0,0
2017年度,才木　浩人,Tigers,600,A型,188,79,35,投手,2,NA,NA,NA,0,0,0,1
2017年度,植田　海,Tigers,500,O型,175,70,62,内野手,13,18,5,0,NA,NA,NA,NA
2017年度,筒香　嘉智,DeNA,30000,A型,185,97,25,外野手,139,503,143,28,NA,NA,NA,NA
2017年度,ロペス,DeNA,23000,不明,183,103,2,内野手,142,569,171,30,NA,NA,NA,NA
2017年度,クライン,DeNA,15000,不明,201,116,49,投手,7,NA,NA,NA,2,3,0,0
2017年度,久保　康友,DeNA,10000,B型,180,81,27,投手,7,NA,NA,NA,4,2,0,0
2017年度,梶谷　隆幸,DeNA,9300,A型,180,85,3,外野手,137,511,124,21,NA,NA,NA,NA
2017年度,ウィーランド,DeNA,9000,不明,188,93,56,投手,21,NA,NA,NA,10,2,0,0
2017年度,パットン,DeNA,9000,不明,185,91,53,投手,62,NA,NA,NA,4,3,7,27
2017年度,エスコバー,DeNA,9000,不明,188,102,62,投手,27,NA,NA,NA,1,3,2,7
2017年度,山﨑　康晃,DeNA,8000,O型,178,85,19,投手,68,NA,NA,NA,4,2,26,15
2017年度,井納　翔一,DeNA,7200,A型,188,91,15,投手,25,NA,NA,NA,6,10,0,0
2017年度,石川　雄洋,DeNA,6300,O型,183,78,7,内野手,63,167,41,2,NA,NA,NA,NA
2017年度,三上　朋也,DeNA,6000,AB型,190,90,35,投手,61,NA,NA,NA,3,3,0,31
2017年度,石田　健大,DeNA,4800,O型,180,85,14,投手,18,NA,NA,NA,6,6,0,0
2017年度,エリアン,DeNA,4500,不明,180,93,42,内野手,25,56,14,1,NA,NA,NA,NA
2017年度,須田　幸太,DeNA,4400,AB型,176,72,20,投手,23,NA,NA,NA,0,2,0,9
2017年度,倉本　寿彦,DeNA,4300,B型,180,82,5,内野手,143,507,133,2,NA,NA,NA,NA
2017年度,田中　健二朗,DeNA,4300,B型,179,75,46,投手,60,NA,NA,NA,1,3,0,11
2017年度,今永　昇太,DeNA,4000,A型,177,80,21,投手,24,NA,NA,NA,11,7,0,0
2017年度,桑原　将志,DeNA,4000,B型,174,78,37,外野手,143,598,161,13,NA,NA,NA,NA
2017年度,荒波　翔,DeNA,3300,A型,179,78,4,外野手,47,62,14,0,NA,NA,NA,NA
2017年度,宮﨑　敏郎,DeNA,3000,B型,172,85,51,内野手,128,480,155,15,NA,NA,NA,NA
2017年度,加賀　繁,DeNA,2800,B型,182,84,16,投手,33,NA,NA,NA,2,0,0,10
2017年度,高崎　健太郎,DeNA,2500,O型,176,82,22,投手,1,NA,NA,NA,0,0,0,0
2017年度,三嶋　一輝,DeNA,2300,A型,176,80,17,投手,16,NA,NA,NA,0,1,0,0
2017年度,下園　辰哉,DeNA,2300,B型,179,81,50,外野手,8,10,1,0,NA,NA,NA,NA
2017年度,Ｇ．後藤　武敏,DeNA,2200,A型,176,84,55,内野手,26,26,3,0,NA,NA,NA,NA
2017年度,戸柱　恭孝,DeNA,2000,A型,179,87,10,捕手,112,336,72,9,NA,NA,NA,NA
2017年度,白崎　浩之,DeNA,2000,O型,184,89,6,内野手,34,54,10,0,NA,NA,NA,NA
2017年度,国吉　佑樹,DeNA,2000,A型,196,100,65,投手,4,NA,NA,NA,0,0,0,0
2017年度,砂田　毅樹,DeNA,1700,B型,179,78,47,投手,62,NA,NA,NA,1,2,0,25
2017年度,関根　大気,DeNA,1600,A型,173,75,63,外野手,29,19,3,0,NA,NA,NA,NA
2017年度,乙坂　智,DeNA,1600,O型,182,83,33,外野手,83,63,12,2,NA,NA,NA,NA
2017年度,髙城　俊人,DeNA,1600,AB型,176,86,32,捕手,29,56,14,0,NA,NA,NA,NA
2017年度,濵口　遥大,DeNA,1500,B型,173,80,26,投手,22,NA,NA,NA,10,6,0,0
2017年度,田中　浩康,DeNA,1500,O型,177,80,67,内野手,66,154,31,1,NA,NA,NA,NA
2017年度,熊原　健人,DeNA,1300,O型,178,85,1,投手,4,NA,NA,NA,3,1,0,0
2017年度,松本　啓二朗,DeNA,1300,O型,182,85,61,外野手,13,12,3,0,NA,NA,NA,NA
